Date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2021-02-19,67.25373067318063,67.25373067318063,67.13861428115783,67.15396118164062,28124800,0.0,0.0,0.0
2021-02-22,67.05414684741172,67.12321663643473,66.94670104980469,66.94670104980469,25455400,0.0,0.0,0.0
2021-02-23,66.91601888576325,67.16161018089696,66.77787341629065,67.1078872680664,29015900,0.0,0.0,0.0
2021-02-24,67.00812628616873,67.17697143554688,66.94673284077999,67.17697143554688,21791800,0.0,0.0,0.0
2021-02-25,67.02345954331581,67.09252934504704,66.46320133383385,66.53994750976562,59413400,0.0,0.0,0.0
2021-02-26,66.67809266884872,66.708792310155,66.31738505805507,66.34040832519531,46615300,0.0,0.0,0.0
2021-03-01,66.7540301449162,67.13143688488275,66.66930666257512,67.08522033691406,48014200,0.307,0.0,0.0
2021-03-02,67.12371475776084,67.13141849301668,66.95426783950174,66.98507690429688,23988500,0.0,0.0,0.0
2021-03-03,66.8849510950171,66.93887136970763,66.74631910716846,66.76942443847656,30197000,0.0,0.0,0.0
2021-03-04,66.81561687841858,66.96965629594715,66.29957836584806,66.5152359008789,49020300,0.0,0.0,0.0
2021-03-05,66.6153765738187,66.79252723417028,66.30729179020597,66.71550750732422,46950100,0.0,0.0,0.0
2021-03-08,66.67700069770845,66.73091509896855,66.21487641887485,66.23027801513672,39868700,0.0,0.0,0.0
2021-03-09,66.4073781296266,66.58452279479295,66.29954940920588,66.3226547241211,31441100,0.0,0.0,0.0
2021-03-10,66.4073940551399,66.6230515476993,66.35347968200004,66.53062438964844,23776600,0.0,0.0,0.0
2021-03-11,66.68468593437962,66.9003434795926,66.68468593437962,66.77710723876953,27728500,0.0,0.0,0.0
2021-03-12,66.6693048991875,66.70011397160843,66.52296915047518,66.59228515625,21842000,0.0,0.0,0.0
2021-03-15,66.54603831937601,66.66157080910766,66.47671647504642,66.5999526977539,14719400,0.0,0.0,0.0
2021-03-16,66.56917438998116,66.61538505672763,66.37662211023185,66.44593811035156,22931400,0.0,0.0,0.0
2021-03-17,66.31498405433844,66.73860129305557,66.26877340147018,66.53834533691406,28345800,0.0,0.0,0.0
2021-03-18,66.28414788355775,66.36887129664942,66.01457605836838,66.02998352050781,37150300,0.0,0.0,0.0
2021-03-19,66.13014024954613,66.35350154793876,65.96839707682621,66.2841796875,47467800,0.0,0.0,0.0
2021-03-22,66.39200161675879,66.63846821778301,66.3534946993587,66.52294158935547,32979500,0.0,0.0,0.0
2021-03-23,66.50756167614985,66.62309422867094,66.43054193321235,66.59228515625,24705800,0.0,0.0,0.0
2021-03-24,66.65388841115143,66.8541443990371,66.63078308105469,66.63078308105469,31374500,0.0,0.0,0.0
2021-03-25,66.5845811625862,66.74633026123047,66.5152651570784,66.74633026123047,24070300,0.0,0.0,0.0
2021-03-26,66.82332572310597,66.95425982564237,66.676984151902,66.9465560913086,25948000,0.0,0.0,0.0
2021-03-29,66.90035344516733,67.00818223383615,66.7771171859868,66.98507690429688,17447500,0.0,0.0,0.0
2021-03-30,66.877240499034,66.91574741847118,66.8079186420829,66.82332611083984,19622100,0.0,0.0,0.0
2021-03-31,66.9003534262961,67.16992539789214,66.89264969104242,67.14682006835938,41604700,0.0,0.0,0.0
2021-04-01,67.21174400636393,67.28902435302734,67.11900405270032,67.28902435302734,30806600,0.294,0.0,0.0
2021-04-05,67.29673989140542,67.37402022168746,67.26582658007035,67.3199234008789,20758300,0.0,0.0,0.0
2021-04-06,67.33538992518547,67.46677299739493,67.33538992518547,67.43585968017578,15367900,0.0,0.0,0.0
2021-04-07,67.45132644089938,67.48223976409949,67.36631627612745,67.41268920898438,15645400,0.0,0.0,0.0
2021-04-08,67.48995651128119,67.51314002516746,67.42040007351002,67.43585968017578,11052100,0.0,0.0,0.0
2021-04-09,67.35083574489532,67.39720276317635,67.31219263225367,67.38947296142578,17413100,0.0,0.0,0.0
2021-04-12,67.31219359901733,67.3431069103524,67.2503669763472,67.3199234008789,15464500,0.0,0.0,0.0
2021-04-13,67.24262465728606,67.3894554757813,67.16534434816599,67.36627197265625,20643500,0.0,0.0,0.0
2021-04-14,67.38172293303532,67.45900323224717,67.30443673771457,67.3353500366211,17992800,0.0,0.0,0.0
2021-04-15,67.48993442151966,67.6058578491211,67.44356151281282,67.6058578491211,20944400,0.0,0.0,0.0
2021-04-16,67.62134232593927,67.6445258427872,67.46678161621094,67.46678161621094,32509300,0.0,0.0,0.0
2021-04-19,67.38948133219328,67.45903776436595,67.32766059884325,67.35857391357422,23904900,0.0,0.0,0.0
2021-04-20,67.28126721446073,67.34309382511752,67.20398689919479,67.24263000488281,22901000,0.0,0.0,0.0
2021-04-21,67.21175113865739,67.46678161621094,67.20402133433703,67.46678161621094,19527000,0.0,0.0,0.0
2021-04-22,67.48222373355249,67.48995353654466,67.32766305038167,67.3431167602539,18506500,0.0,0.0,0.0
2021-04-23,67.38949094306547,67.5826947656042,67.3817670353651,67.5208740234375,14388700,0.0,0.0,0.0
2021-04-26,67.5285816755471,67.60586790284832,67.45903114630958,67.48994445800781,12746100,0.0,0.0,0.0
2021-04-27,67.52858632916806,67.52858632916806,67.39720916748047,67.39720916748047,17660600,0.0,0.0,0.0
2021-04-28,67.42038607217205,67.58267653178507,67.36628925230106,67.52857971191406,14795000,0.0,0.0,0.0
2021-04-29,67.65995466252036,67.65995466252036,67.50538812701498,67.6058578491211,17152900,0.0,0.0,0.0
2021-04-30,67.52087722302879,67.61361128872959,67.50541761466997,67.5749740600586,23367500,0.0,0.0,0.0
2021-05-03,67.64007657438728,67.71761760598848,67.59354722262538,67.60130310058594,15782400,0.294,0.0,0.0
2021-05-04,67.54704756038471,67.5780651671423,67.43848889473497,67.56255340576172,23089700,0.0,0.0,0.0
2021-05-05,67.60906953220166,67.7098722974182,67.59355777385916,67.69436645507812,13676300,0.0,0.0,0.0
2021-05-06,67.68660855963823,67.72537612233481,67.57804991848423,67.67109680175781,23110100,0.0,0.0,0.0
2021-05-07,67.73313432141323,67.77966368064608,67.6400874349524,67.7176284790039,17872700,0.0,0.0,0.0
2021-05-10,67.74090316561691,67.7564090109939,67.56255340576172,67.56255340576172,16580800,0.0,0.0,0.0
2021-05-11,67.38420866977191,67.5315349049154,67.31441757649046,67.49276733398438,28683600,0.0,0.0,0.0
2021-05-12,67.39970688750572,67.44623624976224,67.16708374023438,67.16708374023438,31630100,0.0,0.0,0.0
2021-05-13,67.28340027717117,67.46175003547893,67.27565031255169,67.407470703125,28689600,0.0,0.0,0.0
2021-05-14,67.50053111817901,67.62459564208984,67.47726347369179,67.62459564208984,22550800,0.0,0.0,0.0
2021-05-17,67.6168121349349,67.62456801326188,67.45397418607895,67.50050354003906,13545000,0.0,0.0,0.0
2021-05-18,67.59358312534539,67.59358312534539,67.32994229466668,67.33769226074219,16447500,0.0,0.0,0.0
2021-05-19,67.15157639517088,67.33767610842219,67.12831467051487,67.15933227539062,34701000,0.0,0.0,0.0
2021-05-20,67.21360659550952,67.72538224780891,67.21360659550952,67.44623565673828,28013700,0.0,0.0,0.0
2021-05-21,67.52377349546856,67.56254105982872,67.39970309111004,67.54703521728516,36466200,0.0,0.0,0.0
2021-05-24,67.60133391360682,67.70213670903465,67.53929869364931,67.62459564208984,24277800,0.0,0.0,0.0
2021-05-25,67.66336471488678,67.67887056086147,67.57031189102722,67.6323471069336,15466600,0.0,0.0,0.0
2021-05-26,67.58582394966125,67.67111497690213,67.58582394966125,67.65560913085938,14354900,0.0,0.0,0.0
2021-05-27,67.75641604749643,67.75641604749643,67.6168397605941,67.62459564208984,12682100,0.0,0.0,0.0
2021-05-28,67.69435588810828,67.73312344590812,67.60130310058594,67.60130310058594,15464100,0.0,0.0,0.0
2021-06-01,67.73434225844979,67.81214891860851,67.68766301100638,67.80436706542969,22655300,0.291,0.0,0.0
2021-06-02,67.80437865053031,67.89773716136843,67.78103902282078,67.88996124267578,13698300,0.0,0.0,0.0
2021-06-03,67.71101274077436,67.86662014850185,67.67989125922887,67.74991607666016,16701800,0.0,0.0,0.0
2021-06-04,67.86662767591665,67.92886471009498,67.81994248051248,67.89774322509766,26829200,0.0,0.0,0.0
2021-06-07,67.91331494563656,67.95999421073004,67.88997531308982,67.92109680175781,9189800,0.0,0.0,0.0
2021-06-08,68.03003168519075,68.03003168519075,67.92888534427098,67.96778869628906,10983900,0.0,0.0,0.0
2021-06-09,68.05336880775414,68.0689265864957,67.99890767843185,68.02224731445312,13232200,0.0,0.0,0.0
2021-06-10,68.07666387703217,68.2011497687409,68.04554240410499,68.14668273925781,15290000,0.0,0.0,0.0
2021-06-11,68.193391203419,68.22451268697363,68.11559046244044,68.17005157470703,12559600,0.0,0.0,0.0
2021-06-14,68.14668547679852,68.14668547679852,68.05332699008066,68.1077880859375,19408600,0.0,0.0,0.0
2021-06-15,68.0611392128759,68.13115810915818,68.03001772481147,68.10003662109375,16037000,0.0,0.0,0.0
2021-06-16,68.10005716493843,68.13117866239132,67.88999447690475,68.00669860839844,21267200,0.0,0.0,0.0
2021-06-17,68.04557812908067,68.0766996183471,67.98333515054777,68.05335998535156,21099000,0.0,0.0,0.0
2021-06-18,67.95222247057136,68.03780509319468,67.91332505580853,68.02224731445312,35134500,0.0,0.0,0.0
2021-06-21,68.09224464298705,68.15448760986328,68.03778353092434,68.15448760986328,21265000,0.0,0.0,0.0
2021-06-22,68.13114705426297,68.201171875,68.09224371654062,68.201171875,14604400,0.0,0.0,0.0
2021-06-23,68.17783618476112,68.27120064732674,68.13115692138672,68.13115692138672,16583100,0.0,0.0,0.0
2021-06-24,68.26338581013054,68.3411865234375,68.23226433764496,68.3411865234375,12722300,0.0,0.0,0.0
2021-06-25,68.34898903084769,68.42678976766634,68.33343125781025,68.4112319946289,16175000,0.0,0.0,0.0
2021-06-28,68.4423457147178,68.4423457147178,68.35676313317819,68.4034423828125,16019300,0.0,0.0,0.0
2021-06-29,68.41902529534711,68.48904418945312,68.41124343961864,68.48904418945312,12728000,0.0,0.0,0.0
2021-06-30,68.44238029996542,68.52018106727519,68.43459844248903,68.49684143066406,26093500,0.0,0.0,0.0
2021-07-01,68.56081349561612,68.63106536865234,68.54519799789647,68.63106536865234,31932400,0.292,0.0,0.0
2021-07-02,68.66229681613187,68.74816419490095,68.63107177334602,68.7403564453125,11464800,0.0,0.0,0.0
2021-07-06,68.74036656423097,68.75598206570655,68.64669737765283,68.70133972167969,17784300,0.0,0.0,0.0
2021-07-07,68.7637735407957,68.7715812903617,68.63887932557938,68.72474670410156,11463700,0.0,0.0,0.0
2021-07-08,68.54522910855363,68.63890427068573,68.51400405450958,68.57645416259766,21936400,0.0,0.0,0.0
2021-07-09,68.5998597049997,68.70914439763543,68.59205790950364,68.69353485107422,17698100,0.0,0.0,0.0
2021-07-12,68.69352990580383,68.7091394512413,68.60766251697608,68.67011260986328,17546700,0.0,0.0,0.0
2021-07-13,68.63106719476758,68.66229223547032,68.45933244868634,68.4671401977539,26938600,0.0,0.0,0.0
2021-07-14,68.54522910855363,68.59987146423816,68.49058675286909,68.57645416259766,16100200,0.0,0.0,0.0
2021-07-15,68.51400180527588,68.55303461044204,68.47497495567961,68.52961730957031,16384800,0.0,0.0,0.0
2021-07-16,68.56864561498622,68.56864561498622,68.4125263021467,68.43594360351562,17820400,0.0,0.0,0.0
2021-07-19,68.27199366228945,68.29541095581187,67.89730505479447,67.9753646850586,54224700,0.0,0.0,0.0
2021-07-20,68.03781130454857,68.32663251736537,67.97536122129229,68.3188247680664,26941300,0.0,0.0,0.0
2021-07-21,68.36568038411392,68.50619012464153,68.35006488207249,68.48277282714844,18522600,0.0,0.0,0.0
2021-07-22,68.49057975871493,68.57644715967486,68.42032786096745,68.52180480957031,17110500,0.0,0.0,0.0
2021-07-23,68.59986814500623,68.68573555058008,68.56084129601709,68.65451049804688,19441000,0.0,0.0,0.0
2021-07-26,68.63110684925105,68.6701396615742,68.52182212143147,68.55304718017578,15282700,0.0,0.0,0.0
2021-07-27,68.45936584472656,68.51400820372024,68.3500811267392,68.45936584472656,19919000,0.0,0.0,0.0
2021-07-28,68.53742319476845,68.57645004330162,68.43594028632874,68.51399993896484,15129200,0.0,0.0,0.0
2021-07-29,68.5608384188553,68.69354041987518,68.5608384188553,68.66231536865234,18675000,0.0,0.0,0.0
2021-07-30,68.6388995182247,68.67012457010675,68.56864166259766,68.56864166259766,21062100,0.0,0.0,0.0
2021-08-02,68.65713936602742,68.67280534242701,68.3987045288086,68.3987045288086,27274400,0.283,0.0,0.0
2021-08-03,68.43789179887541,68.49271078930673,68.35174681750878,68.47705078125,16058700,0.0,0.0,0.0
2021-08-04,68.42223057752878,68.46138358438725,68.35174560546875,68.35174560546875,17113300,0.0,0.0,0.0
2021-08-05,68.39086040449914,68.53965129415249,68.39086040449914,68.50833129882812,15465700,0.0,0.0,0.0
2021-08-06,68.46918978911431,68.53966875877975,68.42220380933735,68.4300308227539,12923200,0.0,0.0,0.0
2021-08-09,68.39870492023876,68.41437089672799,68.27340698242188,68.27340698242188,10788700,0.0,0.0,0.0
2021-08-10,68.28124004649304,68.28906705992695,68.10895015383652,68.11678314208984,31522900,0.0,0.0,0.0
2021-08-11,68.16375796597556,68.25773588517629,68.14026497987999,68.22640991210938,15834400,0.0,0.0,0.0
2021-08-12,68.22641476088108,68.35954567476307,68.20291579829704,68.34387969970703,14127800,0.0,0.0,0.0
2021-08-13,68.36735501006024,68.4926528930664,68.36735501006024,68.4926528930664,10016800,0.0,0.0,0.0
2021-08-16,68.47699845059093,68.51615142822266,68.40651353114616,68.51615142822266,12598100,0.0,0.0,0.0
2021-08-17,68.43787007053282,68.44570305948521,68.28907315453714,68.35955810546875,18468400,0.0,0.0,0.0
2021-08-18,68.36739717366126,68.43787615603993,68.20293426513672,68.20293426513672,12147600,0.0,0.0,0.0
2021-08-19,68.1324469170956,68.28907084191965,68.09328794847973,68.19509887695312,20026700,0.0,0.0,0.0
2021-08-20,68.21076118947306,68.39088408645837,68.20292820052067,68.35955810546875,16784100,0.0,0.0,0.0
2021-08-23,68.45354180483835,68.59449976891514,68.45354180483835,68.57100677490234,21933100,0.0,0.0,0.0
2021-08-24,68.58664320125402,68.68061513681424,68.56315021736395,68.66495513916016,20828100,0.0,0.0,0.0
2021-08-25,68.680624154021,68.77460207673764,68.6493041546008,68.73544311523438,19085400,0.0,0.0,0.0
2021-08-26,68.72762266912633,68.73544968231987,68.58665875899283,68.69629669189453,17676100,0.0,0.0,0.0
2021-08-27,68.71978231505288,68.90773218347819,68.7041223155252,68.88423919677734,18519700,0.0,0.0,0.0
2021-08-30,68.89991135339774,68.99388330863304,68.88424537764577,68.97039031982422,11640000,0.0,0.0,0.0
2021-08-31,68.96254522332394,68.99387119450846,68.89206626927235,68.98603820800781,19163900,0.0,0.0,0.0
2021-09-01,69.0056631842715,69.11565040651989,68.98995414882313,69.0449447631836,22973500,0.275,0.0,0.0
2021-09-02,69.1313705444336,69.14707958240483,69.07637992124165,69.1313705444336,16521300,0.0,0.0,0.0
2021-09-03,69.09996248526768,69.16281063877122,69.04497184933454,69.13924407958984,6491000,0.0,0.0,0.0
2021-09-07,69.12352903668715,69.12352903668715,68.95069961133673,68.95855712890625,11728800,0.0,0.0,0.0
2021-09-08,68.96639445936921,69.06066666201957,68.90354632426896,69.03709411621094,13020900,0.0,0.0,0.0
2021-09-09,69.02923778704687,69.11565246840948,69.02138027232454,69.09993743896484,23024700,0.0,0.0,0.0
2021-09-10,69.1942215697979,69.20207309234684,68.989968106481,68.9978256225586,16112600,0.0,0.0,0.0
2021-09-13,69.09212160688874,69.17853634038457,69.0449884771751,69.17068481445312,17136900,0.0,0.0,0.0
2021-09-14,69.19423471552298,69.22565879227474,69.10782000283807,69.13924407958984,20108000,0.0,0.0,0.0
2021-09-15,69.14709130100134,69.24136352539062,69.1392397774493,69.24136352539062,17069500,0.0,0.0,0.0
2021-09-16,69.21780395507812,69.2413705151721,69.09210764320363,69.21780395507812,13859700,0.0,0.0,0.0
2021-09-17,69.19421868337535,69.20207020559675,69.10780399071254,69.1313705444336,38948500,0.0,0.0,0.0
2021-09-20,68.8171727253829,68.98214468337439,68.7778971126411,68.88787841796875,49641000,0.0,0.0,0.0
2021-09-21,68.99780949002904,69.03708507417659,68.87997075053185,69.00566101074219,27304200,0.0,0.0,0.0
2021-09-22,69.10780399071254,69.19421868337535,69.01353178229989,69.1313705444336,24344800,0.0,0.0,0.0
2021-09-23,69.17066116667874,69.25707587063148,69.09995550274958,69.16280364990234,27590300,0.0,0.0,0.0
2021-09-24,69.09994453590265,69.14707764202213,69.0213873611941,69.0606689453125,21713200,0.0,0.0,0.0
2021-09-27,68.94283499707274,69.04495873196686,68.9192684423686,68.9978256225586,17652900,0.0,0.0,0.0
2021-09-28,68.86429596501912,68.89571405055194,68.64432741157766,68.68360900878906,35515900,0.0,0.0,0.0
2021-09-29,68.76216253498622,68.9035678864481,68.7464534930593,68.80929565429688,19783400,0.0,0.0,0.0
2021-09-30,68.84854399612186,68.87996805832805,68.64429058854525,68.73070526123047,41680700,0.0,0.0,0.0
2021-10-01,68.84817432820186,68.95064254791276,68.68265568104563,68.89546966552734,30062800,0.289,0.0,0.0
2021-10-04,68.8482005069535,68.87184517791027,68.6353924549471,68.65115356445312,24726400,0.0,0.0,0.0
2021-10-05,68.72206660711119,68.74571126878392,68.59595372699914,68.61959838867188,22347700,0.0,0.0,0.0
2021-10-06,68.46985441972824,68.60384485959574,68.3910308542591,68.5802001953125,28905900,0.0,0.0,0.0
2021-10-07,68.6747595586225,68.80875597423817,68.54076915639891,68.58805847167969,29054000,0.0,0.0,0.0
2021-10-08,68.57229620587124,68.61170797686358,68.38313293457031,68.38313293457031,28064300,0.0,0.0,0.0
2021-10-11,68.38313254423238,68.42253830160782,68.17031860351562,68.17031860351562,16068400,0.0,0.0,0.0
2021-10-12,68.25703597373573,68.3910264048861,68.24127486970355,68.29644775390625,32922200,0.0,0.0,0.0
2021-10-13,68.33582534841125,68.47769927978516,68.2254796254972,68.47769927978516,29370400,0.0,0.0,0.0
2021-10-14,68.61171764286514,68.87181492252436,68.60383408487765,68.86393737792969,26937000,0.0,0.0,0.0
2021-10-15,68.87968741878956,68.87968741878956,68.70628525126902,68.74569702148438,29782900,0.0,0.0,0.0
2021-10-18,68.58806711817263,68.71417999267578,68.5644224575515,68.71417999267578,20338400,0.0,0.0,0.0
2021-10-19,68.71419290863847,68.76936579825603,68.66690357850739,68.76148223876953,26103300,0.0,0.0,0.0
2021-10-20,68.76934174417215,68.80086995769628,68.7220524305819,68.78510284423828,19720100,0.0,0.0,0.0
2021-10-21,68.769337008706,68.8008652200591,68.56440664160668,68.61170196533203,19273600,0.0,0.0,0.0
2021-10-22,68.58808678635783,68.61961501402459,68.41469055428249,68.44621276855469,20734400,0.0,0.0,0.0
2021-10-25,68.52501684409813,68.63536260283317,68.39102041129745,68.56442260742188,20230000,0.0,0.0,0.0
2021-10-26,68.66690130661354,68.72995174023758,68.5802001953125,68.5802001953125,19617200,0.0,0.0,0.0
2021-10-27,68.6511312893795,68.67477595266435,68.51714085516971,68.5250244140625,18521300,0.0,0.0,0.0
2021-10-28,68.5565436889875,68.69841766357422,68.5565436889875,68.69841766357422,16374700,0.0,0.0,0.0
2021-10-29,68.588069604552,68.61172027942332,68.51713562011719,68.51713562011719,26521600,0.0,0.0,0.0
2021-11-01,68.57801301643659,68.61754474240091,68.43568553121206,68.44358825683594,29987000,0.277,0.0,0.0
2021-11-02,68.44358667592331,68.66498364057765,68.44358667592331,68.60963439941406,26441600,0.0,0.0,0.0
2021-11-03,68.56219907776052,68.75987581574252,68.5463875930727,68.74406433105469,22984200,0.0,0.0,0.0
2021-11-04,68.8073189546121,69.23430144902515,68.79150746931481,68.9259262084961,28989800,0.0,0.0,0.0
2021-11-05,69.0287277635626,69.20267824687663,68.98918999808176,69.1868667602539,27595000,0.0,0.0,0.0
2021-11-08,69.25801537281185,69.27383288928117,69.0603386452503,69.0998764038086,11957900,0.0,0.0,0.0
2021-11-09,69.09987841710752,69.15522766113281,69.01290017183703,69.15522766113281,13732600,0.0,0.0,0.0
2021-11-10,69.06826591211134,69.06826591211134,68.74407912899596,68.7677993774414,30438400,0.0,0.0,0.0
2021-11-11,68.81520999211085,68.82311874903057,68.64916229248047,68.64916229248047,10086100,0.0,0.0,0.0
2021-11-12,68.7282542195562,68.83104999525739,68.66499620875794,68.67290496826172,26392400,0.0,0.0,0.0
2021-11-15,68.72035758554807,68.72826031313656,68.5780300649409,68.59384155273438,17057100,0.0,0.0,0.0
2021-11-16,68.60964024621157,68.68871576828238,68.58592000263647,68.62545776367188,14302000,0.0,0.0,0.0
2021-11-17,68.64918541803786,68.66499690458969,68.5542984008789,68.5542984008789,17919200,0.0,0.0,0.0
2021-11-18,68.64126700357122,68.64126700357122,68.49893951416016,68.49893951416016,23421300,0.0,0.0,0.0
2021-11-19,68.49893749927797,68.60963598416205,68.44358825683594,68.44358825683594,45282700,0.0,0.0,0.0
2021-11-22,68.50684967645962,68.530569919745,68.17475420523363,68.18266296386719,26266000,0.0,0.0,0.0
2021-11-23,68.18264027007325,68.29333872363723,68.02449531311522,68.08775329589844,33967100,0.0,0.0,0.0
2021-11-24,68.00079971726308,68.08777796695254,67.81103173276584,68.07196044921875,31158800,0.0,0.0,0.0
2021-11-26,67.69242456803703,67.70033332691418,67.47893030666215,67.58172607421875,36123400,0.0,0.0,0.0
2021-11-29,67.85057244054583,68.10359846423029,67.81104070621105,68.00080871582031,31728900,0.0,0.0,0.0
2021-11-30,67.96915140660637,68.05612963158816,67.62123850667918,67.71612548828125,35465700,0.0,0.0,0.0
2021-12-01,68.04298506916803,68.17785393299985,67.6859938504574,67.72566223144531,41845200,0.282,0.0,0.0
2021-12-02,67.76533719314652,68.27306109121025,67.75740835750692,68.2254638671875,42383500,0.0,0.0,0.0
2021-12-03,68.26513225557066,68.30479459140753,68.09060103075882,68.2254638671875,47368800,0.0,0.0,0.0
2021-12-06,68.24925596934723,68.60625327310515,68.22545735960584,68.52691650390625,28211300,0.0,0.0,0.0
2021-12-07,68.78870113620178,69.07429650762138,68.73316903912267,68.89183044433594,42893500,0.0,0.0,0.0
2021-12-08,68.84422018877764,68.91562204437574,68.76488950120246,68.8759536743164,26598200,0.0,0.0,0.0
2021-12-09,68.86011202195309,68.86011202195309,68.56658172607422,68.56658172607422,24939100,0.0,0.0,0.0
2021-12-10,68.66971813405947,68.74905490778632,68.64591952295983,68.72525024414062,20247200,0.0,0.0,0.0
2021-12-13,68.72525024414062,68.78871724210369,68.66971813405947,68.72525024414062,17125800,0.0,0.0,0.0
2021-12-14,68.62210303793339,68.6934988526359,68.487240241799,68.60623931884766,20310500,0.0,0.0,0.0
2021-12-15,68.59830115402256,68.89182533716169,68.4872369680979,68.86802673339844,31699000,0.0,0.0,0.0
2021-12-16,68.89670874146317,68.9603868121559,68.76934045356924,68.81710052490234,27374000,0.296,0.0,0.0
2021-12-17,68.74542541891849,68.86483160971461,68.62601922812237,68.75338745117188,27248200,0.0,0.0,0.0
2021-12-20,68.56237938369419,68.68974768897866,68.53053730737307,68.63402557373047,27560400,0.0,0.0,0.0
2021-12-21,68.72952856097562,69.0081451408739,68.72952856097562,69.00018310546875,24390500,0.0,0.0,0.0
2021-12-22,68.97630290816377,69.1991913129485,68.9683408727776,69.18327331542969,17433300,0.0,0.0,0.0
2021-12-23,69.22306810837298,69.42207647094533,69.20715011159862,69.38227844238281,15612100,0.0,0.0,0.0
2021-12-27,69.39022670110239,69.50963292004111,69.35838463783523,69.45391082763672,13396700,0.0,0.0,0.0
2021-12-28,69.43005828972396,69.44597629103407,69.3186140607882,69.4220962524414,17150700,0.0,0.0,0.0
2021-12-29,69.37433783980188,69.39821787896751,69.2947356848314,69.31065368652344,16760300,0.0,0.0,0.0
2021-12-30,69.33453070712892,69.33453070712892,69.24696651849706,69.27880859375,12326100,0.0,0.0,0.0
2021-12-31,69.30266118254156,69.35042731312923,69.23898313051208,69.26286315917969,11505300,0.0,0.0,0.0
2022-01-03,69.19123684655821,69.23104095458984,69.06387463271457,69.23104095458984,35368400,0.0,0.0,0.0
2022-01-04,69.2549242354951,69.2549242354951,68.99223168598627,69.05591583251953,33609900,0.0,0.0,0.0
2022-01-05,69.0479697846269,69.07981186526688,68.52259063720703,68.52259063720703,44808500,0.0,0.0,0.0
2022-01-06,68.53847961322685,68.71360794594777,68.49868158422422,68.530517578125,42823200,0.0,0.0,0.0
2022-01-07,68.5305300060696,68.53849204261536,68.34744567829799,68.35540771484375,34630100,0.0,0.0,0.0
2022-01-10,68.26783890127444,68.42704318186269,67.95738630284959,68.41112518310547,52621800,0.0,0.0,0.0
2022-01-11,68.45091222217158,68.72952270507812,68.25986590150039,68.72952270507812,32513100,0.0,0.0,0.0
2022-01-12,68.8330184941842,68.87281652568154,68.729530251133,68.84098052978516,24621400,0.0,0.0,0.0
2022-01-13,68.82508118117694,68.856923261765,68.5703506097284,68.59423065185547,31699700,0.0,0.0,0.0
2022-01-14,68.54644164832871,68.64196784979103,68.45887748196826,68.530517578125,31046200,0.0,0.0,0.0
2022-01-18,68.33149883148667,68.33946086537883,68.1484145647339,68.19617462158203,46331500,0.0,0.0,0.0
