Price,Close,High,Low,Open,Volume
Ticker,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X
Date,,,,,
2026-01-02,1.175046682357788,1.176747441291809,1.17134428024292,1.1751158237457275,0
2026-01-05,1.1704667806625366,1.1718658208847046,1.166003942489624,1.1706448793411255,0
2026-01-06,1.1714951992034912,1.1745359897613525,1.1684154272079468,1.1716461181640625,0
2026-01-07,1.1688251495361328,1.170548915863037,1.1674468517303467,1.1687841415405273,0
2026-01-08,1.1676785945892334,1.1684973239898682,1.1652837991714478,1.1677467823028564,0
2026-01-09,1.1657865047454834,1.16604483127594,1.161926031112671,1.165813684463501,0
2026-01-12,1.1623716354370117,1.169864296913147,1.162304162979126,1.162493348121643,0
2026-01-13,1.1666978597640991,1.1675423383712769,1.1635212898254395,1.1667931079864502,0
2026-01-14,1.164252758026123,1.1663167476654053,1.1637108325958252,1.1643340587615967,0
2026-01-15,1.1646324396133423,1.164686679840088,1.1593934297561646,1.1645103693008423,0
2026-01-16,1.1609008312225342,1.1626555919647217,1.1585471630096436,1.1609547138214111,0
