Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2021-01-04,110.05191802978516,111.79183283874832,109.09889487381272,111.47707350930867,16819900
2021-01-05,110.6507339477539,111.22314258310794,108.99515163512083,110.0695171651535,13731200
2021-01-06,115.8464126586914,116.92077800706828,112.61450846780369,114.37576809365265,24909100
2021-01-07,119.65071868896484,121.69377862627488,118.81412619838984,119.49221236829116,21940400
2021-01-08,119.78282165527344,120.07343001605513,118.1096232238602,119.73878764231364,12035100
2021-01-11,121.57051086425781,121.70259948590957,118.10083973771248,118.51473533528288,15937900
2021-01-12,123.48148345947266,124.74958812430026,122.25741281942614,122.79459567224066,18033500
2021-01-13,123.5959701538086,123.98343463778377,121.61455995963331,122.04605846871641,14816800
2021-01-14,124.31806945800781,125.70946125459739,123.2877378328801,123.7192497527221,18565600
2021-01-15,122.09008026123047,124.74076168465307,120.65465449777915,121.02451608449185,27881000
2021-01-19,121.56169128417969,123.90416129080936,121.36796579236791,123.16443816365125,19843800
2021-01-20,119.73882293701172,121.67619914266426,119.27209182410945,121.36798783568437,16028800
2021-01-21,118.7348861694336,119.90612116068793,118.28577144056133,119.49222558342905,13411700
2021-01-22,117.81903839111328,118.3562212069903,116.41884518551961,116.85035709902635,12933200
2021-01-25,116.348388671875,117.27304934162612,114.53429992325077,116.366004967314,14212800
2021-01-26,115.87286376953125,117.27305700931407,115.66150852233307,116.90319540469014,11307800
2021-01-27,112.59690856933594,114.34936019999962,112.14778715818947,114.12038870252223,17603900
2021-01-28,114.57832336425781,116.39241194538843,113.59202590747886,114.39338587246424,13761800
2021-01-29,113.31022644042969,115.99614033921522,112.88752942207365,115.52940930206678,14808100
2021-02-01,114.1468276977539,114.54312045961863,113.142913804777,113.95308875022354,11080700
2021-02-02,117.66051483154297,118.34740247109691,115.5558178975672,116.18987009366235,12253600
2021-02-03,119.00787353515625,119.55385770588221,117.57244793332444,117.695735115014,10600800
2021-02-04,121.74665069580078,122.10771089569106,119.29850935534647,119.29850935534647,12419500
2021-02-05,121.50883483886719,122.83858938951025,120.98046702676294,122.7505213688462,10051300
2021-02-08,123.4110107421875,123.55191422263114,121.68497669999176,121.70259299437109,10136400
2021-02-09,122.9178695678711,123.27011485337783,122.00201032587948,122.78576750783384,8614800
2021-02-10,122.98829650878906,124.05384701679485,122.44229895788237,123.28770628481601,10323200
2021-02-11,122.64488220214844,123.77208328414625,121.72022149529012,122.98832607186188,9201000
2021-02-12,124.38850402832031,124.70553013360112,122.40709422963911,122.45112824595773,8324600
2021-02-16,127.38262939453125,127.97266102782343,125.4012195899598,126.4139482191179,12130600
2021-02-17,127.77894592285156,128.02552033617525,126.03529529496545,126.76621710492418,10810100
2021-02-18,128.21043395996094,128.3865566069132,126.28185939818664,126.81024077634005,10587800
2021-02-19,130.350341796875,131.07244855889576,128.44818528078548,128.44818528078548,11969800
