Price,Close,High,Low,Open,Volume
Ticker,PEP,PEP,PEP,PEP,PEP
Date,,,,,
2021-01-04,123.65281677246094,126.66120864029826,121.65578841616595,126.00124333637542,7486900
2021-01-05,124.02137756347656,124.43277861813775,122.47860726074244,123.48141776617241,4126000
2021-01-06,122.50432586669922,123.07858982452663,121.35582410745333,121.42439313343577,4843300
2021-01-07,122.11003875732422,122.69285571024693,120.97866973830803,122.40144723378558,4473200
2021-01-08,123.57569122314453,123.76425277328595,121.41582577676806,122.11006917583224,4312000
2021-01-11,121.78436279296875,123.68711063610347,121.44153076355137,123.44712559987059,3902700
2021-01-12,121.21868896484375,121.70723838236759,119.5216480352123,121.39011807301654,5150000
2021-01-13,122.21289825439453,122.77001659928608,120.85012340582088,120.95297038965212,4361600
2021-01-14,121.50151824951172,122.08434838264934,120.91013497137081,121.26153321769134,4724700
2021-01-15,121.18438720703125,122.22147556384132,120.44728665244452,121.23581069810903,4309100
2021-01-19,121.75860595703125,122.20429789279542,121.22721258475008,122.03288194156266,5158600
2021-01-20,121.13296508789062,121.51865435354448,119.92446072106648,120.88440077392984,5019300
2021-01-21,119.65875244140625,120.67011588855684,118.9130857277206,120.24156939504535,5684100
2021-01-22,118.78453826904297,119.5987741578933,118.47598420737081,119.56449618579808,4014900
2021-01-25,120.14730834960938,120.27588016567151,117.918874064768,118.3302751041197,3829000
2021-01-26,121.53581237792969,121.78436363925393,119.77876878899774,121.11583202250186,4242500
2021-01-27,118.31312561035156,121.9900623281963,117.8931583619666,120.43014661075846,6659800
2021-01-28,119.29879760742188,120.67013880011359,118.07314760260111,118.9902435503806,5514000
2021-01-29,117.05322265625,118.67312825420089,116.57323948653512,118.3731404079046,6778100
2021-02-01,117.40462493896484,118.24458570604484,116.47896269730018,117.40462493896484,4185700
2021-02-02,118.60453796386719,119.59018971947525,117.07891341302592,117.80743464337046,3581600
2021-02-03,118.29601287841797,119.09310331564095,117.481776914464,118.06459404126727,3609600
2021-02-04,119.71878051757812,119.78734954789924,118.06459680002376,118.06459680002376,3860300
2021-02-05,120.81584167480469,121.81005967001687,119.76160781055594,120.4130068964076,4437900
2021-02-08,120.33584594726562,121.54435015556192,119.56446751714495,121.01295670717658,4112200
2021-02-09,119.65019989013672,120.97868370924533,119.55591912766425,120.96155126385221,3179300
2021-02-10,118.02171325683594,120.95296999016675,117.21604367761239,120.95296999016675,6966600
2021-02-11,115.68186950683594,118.45885616514342,115.14189660928064,118.15030209199814,7528000
2021-02-12,114.7390365600586,116.22181687715536,114.37905906682279,115.93039531560137,5659300
2021-02-16,115.1761703491211,115.54471408982005,114.33620972846349,115.33044082340373,5180100
2021-02-17,115.2447509765625,115.76757832242986,114.73048985406217,114.90190586882774,3353000
2021-02-18,116.0246810913086,116.30752336499356,114.77333257183179,114.91047059753394,3935200
2021-02-19,113.57339477539062,115.81040814775308,113.38483325908406,115.7161273895998,5414900
2021-02-22,113.1277084350586,113.65053568197945,112.07347464126991,113.17055262198889,5792900
2021-02-23,113.80481719970703,115.14188030122766,112.53632311341855,113.69339091517952,6264300
2021-02-24,113.21343231201172,113.38484832828979,112.45061992310114,113.00773832375953,4944000
2021-02-25,111.42210388183594,113.21342533624444,111.25068787611985,112.57918480727463,5702300
2021-02-26,110.72785949707031,112.16776962513445,110.19646596098036,111.910652158125,8329000
2021-03-01,111.95347595214844,113.11055665567775,111.71349097453059,111.94490973087653,5287300
2021-03-02,112.3392105102539,113.16201264753691,111.74781411759189,111.85066111520122,5614000
2021-03-03,110.68501281738281,111.87637181526526,110.54787476972054,111.25069745533668,7505800
2021-03-04,111.30097961425781,113.8236734903446,110.86037659165467,111.66383148863028,9102800
2021-03-05,114.92953491210938,115.25783518157286,111.61202008667395,112.00078908951478,10186500
2021-03-08,114.15198516845703,115.92304524179944,114.03103453150734,115.10230783516722,8634900
2021-03-09,114.25564575195312,115.68978405338913,114.03966154448251,114.85176427379278,8930200
2021-03-10,115.40470123291016,116.17360460356404,112.77832548007915,114.48893016029226,7791700
2021-03-11,115.09368133544922,116.26863611273151,114.99001312006985,115.20599735719797,4458900
2021-03-12,114.93814849853516,115.58610111221651,114.59257904429029,115.00726502591006,5275100
2021-03-15,114.92953491210938,115.44790237098519,114.01376382637656,115.38742045497577,5389200
2021-03-16,115.77616119384766,116.26861147782299,114.68760561511164,114.97270632962963,5544700
2021-03-17,115.43923950195312,116.25134226300133,115.23190309156148,116.07855752679818,6199500
2021-03-18,114.49755859375,114.9727265347854,113.52995346482788,114.35069089972654,6476700
2021-03-19,116.1994857788086,116.64008874865509,114.19514631354994,114.30746230263208,16114400
2021-03-22,119.05050659179688,119.39607607623444,116.70923180944523,117.17576511432986,7813400
2021-03-23,120.484619140625,121.09800682125015,119.37876802597636,119.61203462835465,6978400
2021-03-24,119.92308807373047,121.04620876542461,119.8971710193756,120.09587283030682,5082300
2021-03-25,120.63151550292969,121.16715217109078,119.51702950175638,120.24273334558065,5827600
2021-03-26,123.2837905883789,123.54297428984877,120.19954277051636,120.62286340637418,6785600
2021-03-29,125.10671997070312,125.23631843557598,123.04191098367228,123.43068001302488,6105800
2021-03-30,123.14556884765625,125.05487533534493,122.782716905283,124.13045645770706,4372700
2021-03-31,122.2038803100586,123.82808601269718,121.96197901595905,123.81945138884785,6257900
2021-04-01,122.05697631835938,122.93819544636119,121.04617195798724,121.97922517893718,4823400
2021-04-05,123.68122100830078,124.70066031528722,122.09158013166153,122.54946567566488,5980700
2021-04-06,124.12181091308594,124.57969640836308,123.1628404416765,123.57752645609847,4751900
2021-04-07,123.89718627929688,124.49330481240494,123.56025143657884,124.40690585473156,4849200
2021-04-08,123.14556884765625,124.54515569124668,122.72224817287005,124.13045645770706,6725100
2021-04-09,123.17147827148438,123.6639154019836,122.34209312718352,122.88637754008813,4950800
2021-04-12,123.56024932861328,123.94901826625082,122.72222954747266,122.85181479914189,4386700
2021-04-13,123.586181640625,124.38100204181842,122.56672919862525,122.7395271323629,5283300
2021-04-14,122.77410888671875,123.30111107540786,122.02248778482769,123.17152577599035,4685300
2021-04-15,122.94683074951172,123.62934813078836,122.17792760705173,122.39391178395203,4777100
2021-04-16,124.54513549804688,124.6833685534809,123.07644553629197,123.94038235881011,6481400
2021-04-19,125.05487060546875,125.78922226895065,123.7675998341453,124.83025174943765,6621200
2021-04-20,125.88423919677734,126.69632873000242,124.34641953704696,124.51921744626428,4999700
2021-04-21,126.98141479492188,127.68984922952694,126.31619301525977,127.30108034394938,6316000
2021-04-22,126.19529724121094,126.69636915339694,125.59917853905225,126.34216496480116,4904400
2021-04-23,125.98793029785156,126.42853340813589,125.32269513780373,125.71146413895251,4354700
2021-04-26,123.85401916503906,125.93611067232074,123.52571885924742,125.74604346187648,5817700
2021-04-27,123.44794464111328,123.69848054485556,122.79135733473647,123.21467798409041,4693700
2021-04-28,122.53217315673828,124.13909633178498,122.44577419294708,123.96631158683361,4962700
2021-04-29,124.35506439208984,124.77838498479305,122.65310785118484,122.76542385298578,4699900
2021-04-30,124.54513549804688,124.61425202576389,123.11099720883561,123.81943173096276,5051100
2021-05-03,125.95333862304688,126.80864078959846,124.49329652356597,125.29675140938748,6109800
2021-05-04,124.37239837646484,126.80005966776326,123.96634685984539,126.11754193445192,6603800
2021-05-05,124.31189727783203,124.89938130638848,123.97496236734456,124.16502956635111,5305200
2021-05-06,125.75465393066406,126.1002366026496,124.41554908981097,124.8129658669366,4472200
2021-05-07,125.75465393066406,126.13478827853265,124.89936483059074,125.46955316976262,4181000
2021-05-10,126.75679779052734,127.8540011262558,126.2297958591266,126.55809603421739,5270600
2021-05-11,125.8324203491211,127.55165974634927,125.28814899651093,127.1456082966654,5266100
2021-05-12,124.60560607910156,125.91015913744391,124.2773190458366,125.16717293169177,5651700
2021-05-13,126.45446014404297,127.10241292310879,124.04408160627665,124.6142832156865,4849400
2021-05-14,126.64449310302734,127.77624820855242,126.49762542806748,127.1714950814737,4224700
2021-05-17,126.28162384033203,127.3442622732256,125.88422034695029,126.99869287179558,3747100
2021-05-18,125.71141815185547,126.95548904653761,125.54728126051388,126.68767079222106,4527300
2021-05-19,125.64231872558594,125.81511662650348,124.47601199016654,124.95981447442605,4432700
2021-05-20,127.19744110107422,127.62940960203262,125.36589887545298,125.48684952841604,3964600
2021-05-21,127.08512115478516,128.13047740417,126.58403617918215,127.75034306525525,5194200
2021-05-24,127.73303985595703,128.1650081839344,127.0073230461584,127.55160735785059,3627800
2021-05-25,128.12181091308594,128.18227962507422,127.00732522550936,127.73304204776076,4649300
2021-05-26,128.12181091308594,128.44146326283348,127.58616121301615,127.78487613878713,4462600
2021-05-27,126.57539367675781,128.5278995570577,126.51492494719548,128.34646700310822,9203600
2021-05-28,127.8108139038086,128.29461640865418,127.20606077275163,127.35292844867763,4913700
2021-06-01,127.54298400878906,128.59698787681276,127.07645079107189,128.53650597788973,5530300
2021-06-02,128.05271911621094,128.32053742663052,127.19741690129004,128.03543668832356,4546900
2021-06-03,128.5095977783203,128.58791695843308,127.19552728920881,127.67416663257349,4651600
2021-06-04,128.6575469970703,129.31023343266293,128.3355592714386,128.7967899569422,4427400
2021-06-07,128.57920837402344,129.0143325986394,127.67415582955469,128.58790607809826,4724100
2021-06-08,127.37831115722656,128.68368434237198,126.98670185747149,128.5357436415286,5997200
2021-06-09,127.14334869384766,128.44001084309727,127.07372719982303,128.1441294526993,4008000
2021-06-10,128.44873046875,128.8055223910787,127.16946364775539,127.32610206063974,4698200
2021-06-11,128.5269775390625,128.90117794578282,127.7437460774023,128.84026746793944,4364600
2021-06-14,129.2928466796875,129.3450594734009,127.74379188552771,128.33556786514052,3831900
2021-06-15,129.301513671875,129.81495706001593,128.85769175179448,129.5799862651793,4256500
2021-06-16,128.01358032226562,129.90201827857658,127.70898798653079,129.545213149045,5492100
2021-06-17,129.2493133544922,129.6670289241989,127.84821271214028,128.14409402072675,5316400
2021-06-18,126.55154418945312,128.7793783817276,126.38619483817757,128.7793783817276,10661700
2021-06-21,127.54362487792969,127.70027652138177,126.57764845994869,126.83872567974282,4904300
2021-06-22,127.73507690429688,128.36165690199797,127.30865034840792,127.69156182244068,3518000
2021-06-23,126.05551147460938,127.16942858895064,126.03810278499607,127.10850481477381,3901700
2021-06-24,126.76911163330078,127.00408247278259,125.8466502443705,126.06421239379519,3818900
2021-06-25,127.4130630493164,127.74374838988588,126.39487408176846,126.84739365916583,6387600
2021-06-28,127.96133422851562,128.43997356166446,127.59583145018516,127.71766570962865,4282800
2021-06-29,127.87435913085938,128.53574342982432,127.40441734877312,128.31818123265842,3197700
2021-06-30,128.94473266601562,129.06656693809978,128.10059046695412,128.30074392560527,4943700
2021-07-01,128.97084045410156,129.73666347486505,128.74458059748503,128.86641487088468,3997600
2021-07-02,129.5886993408203,130.34581123993095,129.28410707300426,129.5799883578363,3835500
2021-07-06,129.78018188476562,130.03254814364996,128.5966432218821,129.72796909181992,4313800
2021-07-07,130.35450744628906,131.14643671036208,129.66701702426198,129.91938322808684,4225000
2021-07-08,130.4154510498047,131.1203502658931,129.8323861021891,130.03253955490746,4216000
2021-07-09,130.08474731445312,130.80705519209104,129.8149723931903,130.0238368220416,4088600
2021-07-12,130.11085510253906,130.35452363267413,129.47557738318255,130.09345969248582,4873700
2021-07-13,133.11322021484375,133.93995365773216,131.1899651320325,131.53805923042594,8750800
2021-07-14,134.4882049560547,135.01035939717136,132.97398097890667,133.05230016139245,6390300
2021-07-15,135.10609436035156,135.20182223694965,133.374294876055,134.07920739224448,4920600
2021-07-16,135.6021270751953,136.4897709806371,134.98424480005377,135.48027953792555,5852500
2021-07-19,135.58474731445312,137.09897152264506,134.67968124894566,135.75009668866744,5750200
2021-07-20,135.6021270751953,136.91619752426652,135.37585396762375,135.93281247413043,5213500
2021-07-21,135.09739685058594,135.86320658554067,134.51433188462164,135.14960964172607,4905900
2021-07-22,135.0538787841797,135.5499135680025,133.99217445796447,135.0538787841797,3333500
2021-07-23,136.78562927246094,137.31648129709257,135.09735862784925,135.375831194789,3588400
2021-07-26,136.68997192382812,137.03806609795834,135.78490582478304,136.4462900672071,2999800
2021-07-27,137.44708251953125,138.0736626491147,136.65515301145476,136.89882158641038,4043900
2021-07-28,136.18519592285156,137.46446231189282,135.68045018686112,137.1511723129656,3556800
2021-07-29,136.46365356445312,137.00320333934496,135.9328014934044,136.82915630992215,3055600
2021-07-30,136.5855255126953,137.15119511312457,136.29834185935877,136.95102835904888,3757300
2021-08-02,136.03721618652344,136.72470647833651,135.3323039322423,136.62897863730586,3425900
2021-08-03,136.34182739257812,136.7595429437249,136.02853740948356,136.62901098365964,3359900
2021-08-04,134.0618133544922,136.33316296662107,133.90516168523786,135.92414501999295,4846300
2021-08-05,134.2880401611328,135.05386306901178,133.9051287071933,134.87110504638142,3733500
2021-08-06,134.305419921875,134.67962031194142,133.70494647834047,133.81808300507453,3430900
