,volatility_24h,volatility_7d,volatility_30d,trend_strength_7d,return_autocorr_7d,hurst_exponent,return_entropy_7d,volume_24h,volume_volatility_7d,jump_frequency_7d,variance_ratio,rsi,adx,atr,bb_width,max_drawdown_30d,var_95_30d,cvar_95_30d,vol_of_vol_30d,tail_ratio_30d,win_rate_30d,profit_factor_30d,sharpe_ratio_30d,sortino_ratio_30d,momentum_return_7d,meanrev_signal,fear_greed_proxy,regime_duration,volume_z,amihud_log,volume_volatility_24h,spread_proxy,next_day_return,next_day_volatility
2025-06-17 09:00:00+00:00,0.008818414514040604,0.007663376217179529,0.0074291431822835355,0.03319140942044373,0.10155519638530225,-0.02758343817138438,-472.35766297463556,676211456.0,1.5305471363851437,0.023809523809523808,0.8690197319459148,34.49221842590474,36.49093592923831,31.447370256696427,0.05545106729039554,-0.13693614220565006,-0.010985876900356949,-0.01958754091101186,0.0029718211970097058,1.0439296337891264,0.5319444444444444,1.0247615890868058,0.7561803935675915,1.0721650088581078,-0.000254358257567297,-0.004637846526787987,0.8,11,-0.545485634888604,0.04422032637188167,1.356536108357157,0.004623983072822288,-0.003029139752060872,0.007153081291586517
2025-06-17 10:00:00+00:00,0.008835435503594702,0.007667844420989134,0.007430443282653238,0.03667181876207169,0.1041665626424344,-0.02607473293653619,-472.3337723102809,683290538.6666666,1.526382197940222,0.023809523809523808,0.8678513263856058,28.845526191356612,38.15262213542159,30.528738839285715,0.05684526229898424,-0.13693614220565006,-0.010985876900356949,-0.01958754091101186,0.002972075070846376,1.0439296337891264,0.5319444444444444,1.0230684851781742,0.7055180254595746,1.000519080199321,-0.0002811938009022761,-0.008438447486556729,0.8027777777777778,12,-0.3648245432416222,0.02206643633792858,1.335453686500351,0.00783227490791274,-0.012586262536174342,0.007536633756606806
2025-06-17 11:00:00+00:00,0.008831862581068248,0.007299901315563769,0.007430537175140919,0.06438886356018564,0.11757097476733923,-0.022594117084296143,-580.3728805789008,559265706.6666666,1.5470558176472102,0.017857142857142856,0.8265415418953244,30.791680459541595,40.30764642721015,29.739728655133927,0.058514327517040096,-0.13693614220565006,-0.010985876900356949,-0.01958754091101186,0.00297231843246447,1.0439296337891264,0.5319444444444444,1.0228902035259078,0.7001786935726815,0.9929725794261726,-0.00047003234981065516,-0.010193576335237585,0.8013888888888889,13,-0.6155328409945268,,1.3945104062971019,0.004979677071371003,0.007731196404258567,0.007741634475960016
2025-06-17 12:00:00+00:00,0.008832820663484979,0.007298473639314147,0.007430216342871914,0.06359157477045459,0.11598693341835999,-0.020107542327012378,-580.3728805789008,545767594.6666666,1.567163350516217,0.017857142857142856,0.8262902551034635,43.114902081610374,42.32823827620975,23.026820591517858,0.05925133640034204,-0.13693614220565006,-0.010985876900356949,-0.01958754091101186,0.0029724931918421443,1.0439296337891264,0.5305555555555556,1.0203874064507117,0.6242632073315071,0.8853944786508217,-0.0004641214321446374,-0.011920156778658727,0.8013888888888889,14,-0.6155328409945268,,1.4418653055178008,0.003904881629023789,-0.007903732071321112,0.007881793382109488
2025-06-17 13:00:00+00:00,0.00855381015980818,0.007270345643251927,0.007419691779843721,0.05296563935841824,0.1147701231917666,-0.016703496710811932,-582.0404433412649,545767594.6666666,1.589625642757896,0.017857142857142856,0.8499540564289264,54.45005177759578,43.303188484381444,20.345197405133927,0.05904345333829625,-0.13693614220565006,-0.010985876900356949,-0.01958754091101186,0.002972672828427227,1.0534609756967666,0.5305555555555556,1.0160454618708175,0.4920095984593888,0.6968303389727221,-0.0003850785053515288,-0.0083363619112618,0.7722222222222223,15,-0.6155328409945268,,1.4418653055178008,0.0057867321784754455,0.004065539321311595,0.007892889757908904
2025-06-17 14:00:00+00:00,0.008585562835082258,0.007278648181190166,0.007414411905430684,0.05583427289113885,0.11232638698756908,-0.01339212475647018,-582.0404433412649,542471253.3333334,1.5803780700333572,0.017857142857142856,0.8477776379957539,33.49240328875081,43.4437584555253,17.907121930803573,0.056813191915335945,-0.13693614220565006,-0.010985876900356949,-0.01958754091101186,0.00297287368123329,1.0534609756967666,0.5291666666666667,1.0079852636301478,0.24573066316130734,0.3477733465933136,-0.00040639802882716313,-0.013289296885132489,0.7736111111111111,16,0.5233805082506089,0.006455166000860882,1.4484664203611433,0.009074432104392046,0.0015794191485705156,0.00785659434371092
2025-06-17 15:00:00+00:00,0.009215740361616927,0.007402768249860536,0.007439227251073805,0.06825108248966938,0.1192275676813625,-0.011103250342868496,-578.8279863469961,529350570.6666667,1.5838276021081992,0.017857142857142856,0.8032743935248735,25.37832134705654,45.877765721454885,21.015363420758927,0.059021022300302574,-0.13693614220565006,-0.011056286671427834,-0.019778432718050264,0.0029737558356399264,1.0602127304090836,0.5277777777777778,0.9935671210376233,-0.1993132981571306,-0.28136593449411745,-0.0005052469464731368,-0.0309311013133324,0.825,17,0.7134887752490634,0.019687965861266442,1.4670560539741873,0.020069628485894046,0.00046048104010698587,0.006933891313481937
2025-06-17 16:00:00+00:00,0.009397347162234001,0.0074628845931856294,0.0074543366310758875,0.07721501325855408,0.13968726699170533,-0.008274140873388736,-577.1738894752539,536263936.0,1.5940179241020593,0.017857142857142856,0.7941480147905382,7.553624523163862,50.723516913258244,20.00390625,0.06097607599494427,-0.14007192523615136,-0.01118453304023873,-0.019822224402180743,0.002974722539217383,1.072510569356533,0.5277777777777778,0.9868391933726608,-0.40971611876185887,-0.5780775106098792,-0.0005762467328098873,-0.04324042747036771,0.8263888888888888,18,-0.08149104244455554,0.0345996505085425,1.4437487778981597,0.015147967501559152,-0.0029528257262594337,0.006406375644777509
2025-06-17 17:00:00+00:00,0.009429856991618123,0.00745732398594687,0.00735395976358085,0.07921046656335652,0.13377176712944105,-0.0061157322643759044,-577.1738894752539,605003178.6666666,1.5709827226902429,0.017857142857142856,0.7908204750692858,9.233021746458661,55.18260867490654,21.066127232142858,0.06262054071748505,-0.14007192523615136,-0.011056286671427834,-0.019224065468689416,0.0029754516678393073,1.0602127304090836,0.5291666666666667,1.0058654302630354,0.1817000002187573,0.258846887316192,-0.0005906981122409612,-0.042218143128886484,0.8263888888888888,19,1.8119182483966774,0.0006399118162952004,1.3180694887844424,0.011677891162346986,-0.0016654870483372441,0.006421998428033924
2025-06-17 18:00:00+00:00,0.009598871555065096,0.007489204472624625,0.00734894866899211,0.07541659577094709,0.13294905068917745,-0.009948792324358876,-577.1738894752539,566150826.6666666,1.564636918494642,0.017857142857142856,0.7802171775777904,23.124034052295542,57.7839293384427,21.749982561383927,0.06616939841466482,-0.14007192523615136,-0.010985876900356949,-0.019172049690499144,0.0029759890598192156,1.0439296337891264,0.5305555555555556,1.0195142878131467,0.6004676763214164,0.8571700827681468,-0.0005648103063579003,-0.03194510822156036,0.8263888888888888,20,-0.24625459839166827,0.041971004668647005,1.3966792382678606,0.012280742421499383,-0.007744408231074473,0.006244265046734891
2025-06-17 19:00:00+00:00,0.010153164296626226,0.007567665547582639,0.007328220947659648,0.06571582322260057,0.14681349189710796,-0.01459606213963068,-575.0446237039438,581196288.0,1.5641695078595024,0.017857142857142856,0.745350447061837,37.82794276565217,57.08933371096612,23.711826869419642,0.06661553359523897,-0.14007192523615136,-0.01087685328436988,-0.01891781192072957,0.002976207710219469,1.0230072863389619,0.5319444444444444,1.0395010740975765,1.2048038082653425,1.7290736134039333,-0.0004973153713327055,-0.018612429139670705,0.8375,21,1.69293112820354,0.008874762028736324,1.3875207349146725,0.0177985051084818,0.007348791641510699,0.005725041554210906
2025-06-17 20:00:00+00:00,0.010039724882560972,0.007582214440275411,0.007330547933281743,0.07407556916920138,0.13451871651262454,-0.015617388436344788,-573.4916560856999,532764672.0,1.581542282774862,0.017857142857142856,0.755221336138975,34.040072827449265,56.41262472131755,24.772617885044642,0.06720878577088309,-0.14007192523615136,-0.01087685328436988,-0.01891781192072957,0.0029764191307774294,1.0230072863389619,0.5319444444444444,1.0384171607470745,1.1725946121491084,1.682682342300328,-0.0005616568502263388,-0.02616715778160625,0.8361111111111111,22,-0.6202851510467184,,1.5108058063757315,0.009674000230009291,0.013218273102856948,0.006168973196998301
2025-06-17 21:00:00+00:00,0.010049954308606486,0.007589922969884164,0.007329559536386586,0.07001669658383296,0.13267516022850154,-0.018088222167232666,-573.4916560856999,586224554.6666666,1.572510051398434,0.017857142857142856,0.7552196494450106,36.29343505371787,55.51345098789106,25.130597795758927,0.06696127590928455,-0.14007192523615136,-0.01087685328436988,-0.01891781192072957,0.0029765106657576833,1.0230072863389619,0.5319444444444444,1.0377316377863448,1.1518259195175307,1.6526562456594145,-0.0005314213336770438,-0.022412849884326454,0.8361111111111111,23,1.3564898075099179,0.0029722246992605946,1.3864997765953013,0.007750691137185393,-0.0009065891715683838,0.006124922470218575
2025-06-17 22:00:00+00:00,0.00849523327104639,0.0075654060754384855,0.007317046478749177,0.08831098774139456,0.123022385581962,-0.0199162324560877,-574.1224452377496,586224554.6666666,1.5803687351511133,0.017857142857142856,0.8905471849987971,33.97390684048747,54.39949129745345,26.015625,0.06504881820769334,-0.14007192523615136,-0.01087685328436988,-0.01891781192072957,0.002974142696942956,1.0335696976143411,0.5305555555555556,1.022159900854422,0.6818519955561227,0.97500763660865,-0.0006681084831867201,-0.03292718699914053,0.7666666666666667,24,-0.6214587401729573,,1.3864997765953013,0.010720134377315605,-0.0006263576275006288,0.005678170397820051
2025-06-17 23:00:00+00:00,0.008362991189483394,0.007583278492307825,0.007265619282956058,0.08507038337027249,0.11663427683937613,-0.020365165480142444,-573.0720507141034,552151722.6666666,1.5803687351511133,0.017857142857142856,0.906766289774875,39.31177245887307,52.120914932638144,26.917742047991073,0.06117342708235954,-0.14007192523615136,-0.01087685328436988,-0.01891781192072957,0.002969517415632468,1.0430064506812902,0.5305555555555556,1.0122333286829053,0.37907934703901536,0.5382510041598935,-0.0006451124085441686,-0.026037805229662366,0.75,25,-0.6202636238387923,,1.484705738323609,0.009552312962705041,-0.0006501457776680875,0.005504820573192303
